id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
91254,Male,Loyal Customer,44,Personal Travel,Eco,404,3,1,3,2,3,5,2,2,4,2,3,2,4,2,131,138,dissatisfied
111043,Male,Loyal Customer,38,Business travel,Business,2405,1,1,1,1,5,1,3,5,5,5,5,3,5,3,11,7,satisfied
90066,Female,disloyal Customer,25,Business travel,Business,983,3,0,3,2,4,3,4,4,3,4,4,5,5,4,0,0,dissatisfied
112512,Male,Loyal Customer,40,Personal Travel,Eco,948,2,2,2,2,2,2,2,2,1,3,2,1,3,2,15,11,dissatisfied
41971,Male,Loyal Customer,57,Personal Travel,Eco,525,3,2,3,3,3,3,5,3,2,2,2,2,3,3,11,3,dissatisfied
3874,Male,disloyal Customer,37,Business travel,Business,213,4,4,4,4,3,4,3,3,3,3,5,5,4,3,0,45,satisfied
98793,Male,Loyal Customer,29,Personal Travel,Eco,630,4,2,4,3,5,4,5,5,3,5,3,3,4,5,3,1,dissatisfied
69513,Female,Loyal Customer,50,Business travel,Business,2475,4,4,3,4,4,3,3,4,5,5,4,3,5,3,0,0,satisfied
73403,Female,disloyal Customer,27,Business travel,Business,1005,2,2,2,5,3,2,3,3,4,5,4,4,4,3,0,0,dissatisfied
56553,Male,Loyal Customer,44,Business travel,Business,2431,4,4,4,4,4,4,5,2,2,2,2,3,2,4,0,1,satisfied
75133,Male,disloyal Customer,35,Business travel,Business,1726,3,4,4,3,1,4,1,1,4,3,4,3,4,1,0,19,dissatisfied
84373,Male,disloyal Customer,23,Business travel,Eco,591,3,0,4,2,4,4,4,4,3,2,4,3,4,4,4,0,dissatisfied
7414,Female,Loyal Customer,24,Business travel,Business,522,3,2,5,2,3,3,3,3,3,2,3,4,3,3,11,52,dissatisfied
47909,Male,Loyal Customer,56,Business travel,Business,3912,1,1,1,1,5,3,3,4,4,3,1,3,4,1,29,20,dissatisfied
99223,Female,Loyal Customer,47,Business travel,Business,3748,4,4,4,4,3,5,5,4,4,4,4,3,4,4,4,16,satisfied
102641,Female,Loyal Customer,50,Business travel,Business,3410,2,5,2,2,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
56400,Female,disloyal Customer,29,Business travel,Business,719,3,3,3,2,2,3,2,2,4,4,4,5,5,2,12,0,dissatisfied
126589,Female,Loyal Customer,59,Business travel,Business,1337,5,5,5,5,3,5,4,3,3,4,3,3,3,3,0,0,satisfied
101138,Female,Loyal Customer,62,Business travel,Business,1235,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0,satisfied
38077,Male,Loyal Customer,46,Business travel,Business,2599,1,5,5,5,3,4,4,1,1,1,1,1,1,2,0,0,dissatisfied
127990,Male,Loyal Customer,23,Personal Travel,Eco Plus,1149,2,5,2,1,3,2,2,3,4,4,4,4,5,3,0,0,dissatisfied
93245,Male,Loyal Customer,48,Business travel,Business,689,3,5,2,5,2,3,3,3,3,3,3,4,3,2,53,35,dissatisfied
58962,Female,Loyal Customer,40,Business travel,Business,1744,4,4,4,4,3,2,3,4,4,4,4,3,4,2,13,31,dissatisfied
3362,Male,Loyal Customer,47,Business travel,Business,296,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0,satisfied
80897,Male,Loyal Customer,45,Personal Travel,Eco Plus,692,2,1,2,4,1,2,1,1,1,2,3,3,3,1,0,0,dissatisfied
76546,Female,Loyal Customer,52,Business travel,Business,481,1,1,1,1,4,4,4,5,5,5,5,3,5,3,3,0,satisfied
69303,Male,disloyal Customer,26,Business travel,Business,944,5,5,5,5,4,5,3,4,5,3,5,4,5,4,0,26,satisfied
47251,Male,Loyal Customer,39,Business travel,Business,588,1,1,1,1,5,5,4,5,5,5,5,5,5,4,0,0,satisfied
44618,Female,Loyal Customer,35,Business travel,Eco Plus,566,1,3,3,3,1,1,1,1,4,2,3,1,4,1,90,78,dissatisfied
45411,Male,Loyal Customer,40,Business travel,Business,3035,4,4,4,4,4,5,2,3,3,2,3,3,3,4,16,22,satisfied
76506,Male,Loyal Customer,31,Business travel,Business,2008,2,4,2,4,2,2,2,2,1,1,3,2,3,2,0,0,dissatisfied
60231,Female,disloyal Customer,25,Business travel,Eco,1120,3,3,3,3,5,3,5,5,4,3,4,2,4,5,5,12,dissatisfied
51152,Female,Loyal Customer,31,Personal Travel,Eco,86,2,2,2,4,2,2,2,2,3,4,3,3,4,2,9,6,dissatisfied
124449,Female,disloyal Customer,38,Business travel,Business,980,2,2,2,5,3,2,3,3,5,5,5,4,5,3,22,18,dissatisfied
115161,Male,Loyal Customer,54,Business travel,Business,3106,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0,satisfied
121840,Male,Loyal Customer,51,Business travel,Eco,366,1,2,2,2,1,1,1,1,4,3,3,3,3,1,8,3,dissatisfied
111818,Female,Loyal Customer,52,Business travel,Eco Plus,349,2,1,1,1,4,4,3,2,2,2,2,3,2,2,2,0,dissatisfied
101044,Female,Loyal Customer,48,Business travel,Business,2485,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0,satisfied
112062,Male,disloyal Customer,49,Business travel,Eco,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28,dissatisfied
54570,Female,Loyal Customer,33,Business travel,Eco Plus,925,4,5,5,5,4,4,4,4,5,5,3,5,4,4,0,0,satisfied
88453,Female,disloyal Customer,80,Business travel,Eco,181,3,4,3,3,1,3,1,1,1,5,3,4,3,1,0,0,dissatisfied
34173,Female,Loyal Customer,41,Business travel,Business,1189,2,1,1,1,1,4,4,2,2,2,2,3,2,4,0,0,dissatisfied
11005,Female,disloyal Customer,29,Business travel,Eco,158,4,0,4,1,2,4,2,2,1,5,2,2,2,2,0,0,satisfied
4194,Male,Loyal Customer,50,Business travel,Eco Plus,427,3,4,2,2,3,3,3,3,1,5,3,2,3,3,0,0,dissatisfied
61779,Female,Loyal Customer,26,Personal Travel,Eco,1346,3,5,3,1,2,3,2,2,4,2,3,5,4,2,0,0,dissatisfied
68234,Female,Loyal Customer,37,Business travel,Business,432,3,3,3,3,5,5,4,5,5,5,5,5,5,5,0,0,satisfied
23251,Male,Loyal Customer,34,Business travel,Business,783,3,3,2,3,4,3,2,3,3,3,3,2,3,2,0,0,satisfied
128223,Female,disloyal Customer,26,Business travel,Eco,602,2,1,2,4,4,2,2,4,2,3,4,1,4,4,24,29,dissatisfied
7302,Male,Loyal Customer,63,Business travel,Business,135,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,1,satisfied
15836,Male,Loyal Customer,16,Personal Travel,Eco,1148,1,5,1,1,5,1,5,5,3,4,5,4,5,5,0,0,dissatisfied
94685,Female,Loyal Customer,27,Business travel,Business,2251,2,2,2,2,5,5,5,5,4,5,5,4,5,5,0,0,satisfied
52988,Female,Loyal Customer,32,Business travel,Business,1190,1,1,1,1,4,4,4,4,2,3,1,2,5,4,21,0,satisfied
13140,Male,Loyal Customer,28,Personal Travel,Eco,427,1,4,2,3,1,2,1,1,3,5,3,3,2,1,3,2,dissatisfied
75933,Female,disloyal Customer,28,Business travel,Business,872,1,1,1,2,3,1,3,3,4,3,4,4,4,3,0,0,dissatisfied
38613,Male,Loyal Customer,63,Personal Travel,Eco,231,1,2,0,4,4,0,4,4,4,1,3,4,4,4,0,0,dissatisfied
8896,Female,disloyal Customer,23,Business travel,Eco,539,2,2,3,3,1,3,5,1,1,4,4,2,3,1,0,0,dissatisfied
51644,Female,Loyal Customer,36,Business travel,Eco,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,dissatisfied
76785,Female,disloyal Customer,25,Business travel,Business,546,5,4,5,4,2,5,2,2,5,2,4,3,5,2,0,0,satisfied
9895,Male,disloyal Customer,38,Business travel,Business,515,2,2,2,5,4,2,4,4,4,5,5,4,4,4,0,0,dissatisfied
128822,Male,Loyal Customer,52,Business travel,Business,2586,3,3,3,3,3,3,3,3,4,4,5,3,4,3,0,0,satisfied
16139,Female,Loyal Customer,48,Business travel,Business,212,3,3,3,3,2,4,4,4,4,4,5,3,4,5,49,51,satisfied
46403,Male,Loyal Customer,48,Personal Travel,Eco Plus,1013,5,3,5,3,2,5,2,2,3,5,4,4,4,2,0,0,satisfied
19751,Female,Loyal Customer,42,Business travel,Business,2683,1,1,5,1,2,2,5,4,4,5,4,2,4,2,0,0,satisfied
126216,Male,Loyal Customer,38,Business travel,Business,1764,2,2,2,2,4,5,4,4,4,3,4,5,4,3,11,4,satisfied
15026,Male,disloyal Customer,21,Business travel,Eco,576,2,5,2,3,2,5,5,4,4,5,5,5,4,5,200,208,dissatisfied
117627,Male,Loyal Customer,45,Personal Travel,Eco,347,1,5,1,2,5,1,5,5,3,2,5,3,5,5,35,34,dissatisfied
111234,Female,Loyal Customer,36,Personal Travel,Eco,1506,1,4,1,5,2,1,2,2,3,5,4,3,5,2,28,22,dissatisfied
88673,Male,Loyal Customer,64,Personal Travel,Eco,594,1,3,1,5,2,1,2,2,5,5,4,2,2,2,24,18,dissatisfied
60684,Female,disloyal Customer,35,Business travel,Business,1605,2,2,2,3,1,2,3,1,3,2,5,3,5,1,0,0,dissatisfied
64750,Female,disloyal Customer,23,Business travel,Eco,190,2,1,2,3,5,2,5,5,3,1,4,3,3,5,1,4,dissatisfied
19093,Female,Loyal Customer,57,Personal Travel,Eco,296,0,2,0,3,5,2,3,1,1,0,1,4,1,4,0,0,satisfied
70398,Female,Loyal Customer,16,Business travel,Business,1562,4,4,4,4,4,4,4,4,2,5,3,2,3,4,22,16,dissatisfied
127062,Female,Loyal Customer,45,Business travel,Business,3947,3,4,4,4,3,4,4,3,3,3,3,4,3,3,25,16,dissatisfied
21096,Female,disloyal Customer,43,Business travel,Eco,106,2,0,2,3,4,2,4,4,3,2,5,2,3,4,0,0,dissatisfied
63109,Male,Loyal Customer,37,Personal Travel,Eco Plus,967,4,4,4,2,3,4,3,3,3,5,4,3,5,3,0,2,dissatisfied
93387,Female,Loyal Customer,19,Business travel,Business,3791,5,5,5,5,5,4,5,5,5,3,4,4,4,5,10,1,satisfied
20855,Female,Loyal Customer,14,Personal Travel,Eco,357,4,4,4,4,1,4,1,1,5,2,4,5,4,1,0,0,dissatisfied
12097,Male,Loyal Customer,62,Business travel,Business,1529,1,1,1,1,3,1,3,5,5,5,5,3,5,5,5,0,satisfied
29336,Female,Loyal Customer,40,Personal Travel,Eco,933,5,4,5,3,1,5,1,1,3,5,5,5,5,1,0,4,satisfied
113965,Female,disloyal Customer,28,Business travel,Eco,1750,2,2,2,3,2,2,5,2,2,1,3,3,4,2,20,22,dissatisfied
31582,Male,disloyal Customer,23,Business travel,Eco,602,1,0,1,3,4,1,2,4,5,3,1,4,4,4,0,0,dissatisfied
115175,Male,Loyal Customer,58,Business travel,Business,2814,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0,satisfied
121283,Female,Loyal Customer,18,Personal Travel,Eco Plus,2075,2,3,2,3,5,2,1,5,2,2,3,3,3,5,0,10,dissatisfied
48754,Female,Loyal Customer,39,Business travel,Business,3764,0,4,1,1,4,4,4,3,3,3,3,3,3,3,0,0,satisfied
96452,Female,Loyal Customer,36,Business travel,Business,302,1,1,1,1,3,4,4,5,5,5,5,3,5,5,0,0,satisfied
112472,Female,Loyal Customer,63,Personal Travel,Eco,967,5,2,5,4,4,4,4,1,1,5,1,4,1,1,27,14,satisfied
98631,Female,Loyal Customer,46,Business travel,Business,2058,2,2,2,2,4,2,3,2,2,2,2,4,2,2,0,6,dissatisfied
31077,Female,Loyal Customer,29,Business travel,Eco Plus,641,0,0,0,3,4,0,4,4,4,3,1,4,5,4,0,0,satisfied
52502,Female,Loyal Customer,50,Business travel,Business,110,5,5,5,5,2,5,5,4,4,4,5,5,4,4,0,0,satisfied
52092,Male,Loyal Customer,56,Business travel,Eco,351,4,1,1,1,4,4,4,4,5,3,5,3,3,4,0,0,satisfied
90279,Male,Loyal Customer,27,Business travel,Business,3970,2,3,3,3,2,1,2,2,4,1,2,4,2,2,8,11,dissatisfied
94559,Female,disloyal Customer,22,Business travel,Eco,239,3,1,3,3,2,3,2,2,3,5,3,4,2,2,48,41,dissatisfied
47469,Female,Loyal Customer,8,Personal Travel,Eco,541,1,5,1,2,5,1,4,5,5,5,5,5,5,5,0,0,dissatisfied
62309,Male,Loyal Customer,49,Business travel,Eco,414,3,5,5,5,3,3,3,3,3,4,3,3,3,3,0,0,dissatisfied
97226,Female,Loyal Customer,20,Personal Travel,Eco Plus,1476,2,4,2,1,5,2,5,5,3,3,5,4,4,5,0,0,dissatisfied
4923,Female,Loyal Customer,11,Personal Travel,Eco,1020,2,4,2,3,5,2,5,5,2,3,4,2,4,5,0,31,dissatisfied
102781,Male,Loyal Customer,60,Business travel,Business,2385,5,5,5,5,5,4,5,4,4,4,4,3,4,4,15,0,satisfied
23418,Female,Loyal Customer,62,Personal Travel,Eco,541,2,5,2,4,4,5,4,4,4,2,4,5,4,3,49,63,dissatisfied
20485,Female,Loyal Customer,42,Business travel,Eco,139,4,3,3,3,3,4,5,3,3,4,3,3,3,2,55,75,satisfied
107055,Male,disloyal Customer,25,Business travel,Eco,395,2,2,2,3,4,2,4,4,4,3,4,3,3,4,45,64,dissatisfied
116078,Male,Loyal Customer,42,Personal Travel,Eco,446,3,5,3,1,3,3,3,3,5,5,4,3,5,3,19,18,dissatisfied
65625,Female,Loyal Customer,57,Personal Travel,Eco,175,3,4,3,4,5,4,5,1,1,3,1,5,1,4,14,14,dissatisfied
85726,Female,Loyal Customer,56,Business travel,Business,3867,4,4,4,4,4,3,4,1,1,1,4,4,1,4,0,0,dissatisfied
96730,Female,Loyal Customer,32,Personal Travel,Eco,813,3,0,2,1,3,2,4,3,5,2,3,5,4,3,0,6,dissatisfied
21357,Female,Loyal Customer,52,Personal Travel,Eco,674,4,4,4,3,2,4,4,4,4,4,4,3,4,3,59,45,dissatisfied
46847,Female,disloyal Customer,27,Business travel,Eco,850,1,1,1,4,2,1,2,2,2,2,5,2,1,2,15,0,dissatisfied
87356,Female,Loyal Customer,53,Business travel,Business,3944,4,4,1,4,3,5,5,4,4,4,4,3,4,3,1,2,satisfied
62653,Female,Loyal Customer,53,Personal Travel,Eco,1781,3,5,2,5,2,5,5,3,3,2,3,5,3,3,0,0,dissatisfied
57419,Male,Loyal Customer,68,Personal Travel,Eco,455,2,4,2,3,5,2,5,5,4,5,4,3,4,5,0,0,dissatisfied
107311,Male,Loyal Customer,13,Personal Travel,Eco,283,2,1,2,3,3,2,5,3,1,5,4,4,4,3,52,37,dissatisfied
5279,Female,Loyal Customer,38,Personal Travel,Eco,351,2,5,2,3,5,2,5,5,5,4,5,3,5,5,0,5,dissatisfied
86108,Female,Loyal Customer,51,Business travel,Business,3144,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,satisfied
41093,Female,Loyal Customer,30,Business travel,Business,2487,0,0,0,4,4,4,4,4,1,2,2,3,3,4,25,16,satisfied
60052,Female,Loyal Customer,65,Personal Travel,Eco Plus,997,1,5,2,2,2,4,5,5,5,2,1,5,5,4,7,6,dissatisfied
23498,Male,Loyal Customer,41,Business travel,Business,1590,0,0,0,2,4,5,4,5,5,5,5,1,5,5,3,0,satisfied
36056,Male,disloyal Customer,21,Business travel,Eco,399,0,0,0,1,4,0,4,4,2,3,5,5,1,4,0,0,satisfied
21819,Female,Loyal Customer,39,Business travel,Eco Plus,241,4,2,2,2,4,4,4,4,2,3,5,1,5,4,0,0,satisfied
109803,Male,Loyal Customer,52,Business travel,Business,1073,2,2,2,2,5,4,5,2,2,2,2,4,2,5,13,18,satisfied
46627,Female,disloyal Customer,24,Business travel,Eco,125,2,2,2,3,2,2,2,2,4,1,3,1,2,2,0,0,dissatisfied
88522,Male,Loyal Customer,14,Personal Travel,Eco,404,2,3,2,1,1,2,1,1,4,4,4,4,1,1,2,21,dissatisfied
33569,Female,disloyal Customer,35,Business travel,Eco,413,4,3,4,3,4,4,4,4,4,3,2,4,4,4,52,43,dissatisfied
27686,Female,Loyal Customer,40,Business travel,Business,1107,2,5,5,5,4,4,3,2,2,2,2,3,2,1,0,0,dissatisfied
100251,Male,disloyal Customer,35,Business travel,Business,1053,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46,dissatisfied
116252,Female,Loyal Customer,59,Personal Travel,Eco,342,2,5,2,4,2,4,4,5,5,2,5,4,5,5,0,0,dissatisfied
125863,Female,disloyal Customer,21,Business travel,Eco,992,2,2,2,3,1,2,1,1,3,4,5,3,5,1,0,0,dissatisfied
76058,Male,Loyal Customer,47,Business travel,Business,669,1,2,2,2,5,4,4,1,1,1,1,4,1,4,0,0,dissatisfied
52258,Male,Loyal Customer,30,Business travel,Business,370,4,4,4,4,4,4,4,4,3,3,5,4,1,4,0,11,satisfied
72234,Male,Loyal Customer,32,Business travel,Business,921,4,4,4,4,4,4,4,4,3,5,1,2,1,4,0,0,dissatisfied
78847,Female,Loyal Customer,47,Business travel,Business,2957,3,3,5,3,3,4,5,5,5,5,5,4,5,5,0,0,satisfied
13192,Female,disloyal Customer,26,Business travel,Eco,419,1,0,1,2,3,1,3,3,3,4,2,1,3,3,0,0,dissatisfied
21167,Female,Loyal Customer,51,Business travel,Business,2324,5,5,5,5,3,5,4,4,4,4,5,5,4,4,0,38,satisfied
35580,Male,Loyal Customer,21,Business travel,Eco Plus,944,4,3,3,3,4,4,5,4,1,5,5,1,4,4,38,44,satisfied
10447,Male,disloyal Customer,20,Business travel,Eco,224,1,0,1,5,2,1,1,2,3,5,5,3,5,2,0,0,dissatisfied
80512,Male,Loyal Customer,36,Personal Travel,Eco,1749,2,4,2,4,5,2,3,5,2,2,4,1,3,5,23,41,dissatisfied
20692,Female,Loyal Customer,26,Business travel,Business,510,5,5,5,5,5,5,5,5,1,3,5,5,5,5,149,168,satisfied
92188,Male,disloyal Customer,14,Business travel,Eco,920,3,3,3,4,4,3,4,4,3,5,2,2,4,4,0,0,dissatisfied
8223,Female,Loyal Customer,44,Personal Travel,Eco,402,0,4,0,4,3,4,5,2,2,0,2,4,2,4,0,0,satisfied
32903,Female,Loyal Customer,29,Personal Travel,Eco,101,4,1,4,2,3,4,3,3,1,4,2,4,3,3,0,0,dissatisfied
111320,Female,Loyal Customer,53,Business travel,Business,283,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
100383,Female,Loyal Customer,17,Personal Travel,Eco,1052,1,4,0,1,2,0,2,2,3,4,5,5,5,2,0,4,dissatisfied
52211,Female,Loyal Customer,47,Business travel,Business,2234,1,1,1,1,5,4,4,4,4,4,4,4,4,4,0,0,satisfied
42067,Female,Loyal Customer,55,Personal Travel,Eco,241,4,4,4,3,4,5,4,5,5,4,5,5,5,5,0,0,satisfied
105072,Male,disloyal Customer,38,Business travel,Business,281,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,5,satisfied
26445,Male,Loyal Customer,40,Business travel,Business,919,3,3,3,3,1,4,3,4,4,4,4,1,4,1,5,0,satisfied
2342,Male,disloyal Customer,28,Business travel,Eco Plus,925,4,4,4,3,3,4,3,3,3,4,4,3,4,3,0,24,dissatisfied
53351,Male,disloyal Customer,46,Business travel,Eco,908,4,4,4,3,3,4,3,3,5,4,5,2,5,3,37,46,dissatisfied
126306,Female,Loyal Customer,21,Personal Travel,Eco,328,4,4,4,3,3,4,3,3,4,5,4,1,4,3,5,3,dissatisfied
56205,Female,disloyal Customer,20,Business travel,Eco Plus,1400,2,3,2,3,2,2,2,2,2,1,4,1,4,2,6,0,dissatisfied
74608,Female,Loyal Customer,59,Business travel,Business,1574,4,4,4,4,4,5,5,3,3,3,3,5,3,5,0,0,satisfied
61036,Male,Loyal Customer,33,Personal Travel,Business,1703,1,4,1,3,1,1,1,1,3,2,4,4,3,1,0,0,dissatisfied
42594,Male,Loyal Customer,48,Personal Travel,Eco,1201,3,5,3,3,4,3,4,4,4,5,2,2,5,4,0,0,dissatisfied
65364,Male,Loyal Customer,20,Business travel,Eco,432,3,1,1,1,3,3,2,3,1,2,4,1,4,3,113,125,dissatisfied
127885,Male,Loyal Customer,35,Business travel,Business,3288,2,2,2,2,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
62164,Male,Loyal Customer,45,Business travel,Eco,2425,3,3,5,5,2,3,2,2,1,2,2,3,3,2,8,0,dissatisfied
13064,Female,Loyal Customer,45,Business travel,Business,936,3,3,3,3,4,3,4,4,4,4,4,3,4,3,0,0,satisfied
3740,Male,Loyal Customer,66,Personal Travel,Eco,431,2,4,2,3,1,2,1,1,5,4,5,4,4,1,0,0,dissatisfied
76130,Male,Loyal Customer,22,Business travel,Business,3587,5,5,5,5,4,4,4,4,3,5,5,3,4,4,8,0,satisfied
41480,Female,disloyal Customer,39,Business travel,Business,715,5,5,5,1,4,5,4,4,5,3,1,2,1,4,0,0,satisfied
43489,Male,disloyal Customer,36,Business travel,Business,279,2,2,2,3,2,2,2,2,2,5,3,1,4,2,0,0,dissatisfied
62730,Female,disloyal Customer,23,Business travel,Eco,2367,3,3,3,3,3,3,3,3,2,4,4,4,3,3,1,13,dissatisfied
39028,Male,Loyal Customer,65,Personal Travel,Eco,406,1,1,1,4,1,1,1,1,1,2,4,3,3,1,15,0,dissatisfied
8285,Male,Loyal Customer,36,Personal Travel,Eco,402,4,5,4,2,5,4,5,5,3,5,5,3,5,5,0,3,satisfied
62176,Female,Loyal Customer,57,Business travel,Business,2454,1,3,3,3,2,3,4,1,1,1,1,1,1,4,11,0,dissatisfied
117486,Female,disloyal Customer,32,Business travel,Eco,507,2,2,2,4,2,2,2,2,4,3,3,1,4,2,13,17,dissatisfied
6126,Female,Loyal Customer,38,Business travel,Business,3755,2,2,2,2,3,4,5,5,5,5,5,5,5,3,0,0,satisfied
89014,Female,Loyal Customer,53,Business travel,Business,1919,3,1,1,1,4,3,3,3,3,2,3,4,3,2,100,80,dissatisfied
28890,Male,Loyal Customer,37,Business travel,Eco,937,4,1,1,1,4,4,4,4,1,4,1,1,2,4,15,4,satisfied
37389,Female,Loyal Customer,28,Business travel,Business,989,5,5,5,5,4,4,4,4,4,3,1,2,5,4,0,0,satisfied
81749,Female,Loyal Customer,39,Business travel,Business,3228,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0,satisfied
47250,Male,disloyal Customer,27,Business travel,Business,588,4,4,4,3,5,4,5,5,3,3,5,4,5,5,54,80,satisfied
113204,Female,Loyal Customer,62,Business travel,Business,3251,4,4,4,4,5,4,4,4,4,4,4,5,4,3,43,35,satisfied
102553,Female,Loyal Customer,68,Personal Travel,Eco,223,2,5,2,2,2,5,5,5,5,2,5,5,5,3,18,7,dissatisfied
86240,Female,Loyal Customer,63,Personal Travel,Eco,226,4,5,4,4,2,4,4,3,3,4,3,5,3,5,15,13,dissatisfied
3916,Female,Loyal Customer,30,Personal Travel,Eco,213,1,4,0,3,2,0,2,2,5,4,5,4,5,2,0,0,dissatisfied
84497,Female,Loyal Customer,39,Business travel,Eco,4502,1,2,2,2,1,1,1,2,4,4,4,1,4,1,16,0,dissatisfied
44215,Male,Loyal Customer,48,Business travel,Business,118,3,3,3,3,1,4,1,5,5,5,4,2,5,4,0,2,satisfied
105066,Male,Loyal Customer,47,Business travel,Business,2055,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,10,satisfied
110233,Male,Loyal Customer,28,Business travel,Business,1721,1,1,1,1,4,4,4,4,5,2,5,5,4,4,0,0,satisfied
110490,Female,Loyal Customer,47,Personal Travel,Eco,883,2,0,1,2,1,3,5,1,1,1,1,2,1,3,15,9,dissatisfied
55930,Male,Loyal Customer,69,Personal Travel,Eco,723,3,1,3,4,4,3,4,4,3,4,3,1,4,4,0,0,dissatisfied
19282,Male,Loyal Customer,79,Business travel,Eco Plus,430,5,2,2,2,5,5,5,5,4,5,3,5,5,5,0,0,satisfied
114580,Male,Loyal Customer,60,Business travel,Business,3162,4,4,4,4,5,5,4,4,4,4,4,5,4,4,0,0,satisfied
40800,Female,Loyal Customer,43,Business travel,Business,626,5,5,4,5,2,4,5,5,5,5,5,1,5,3,66,43,satisfied
100842,Male,Loyal Customer,63,Business travel,Business,3570,1,4,4,4,5,3,3,1,1,1,1,1,1,1,121,94,dissatisfied
95262,Female,Loyal Customer,55,Personal Travel,Eco,239,1,4,1,3,2,4,4,3,3,1,3,2,3,1,31,11,dissatisfied
126145,Male,Loyal Customer,24,Business travel,Business,650,1,4,1,4,1,1,1,1,1,2,2,3,3,1,9,0,dissatisfied
8505,Female,Loyal Customer,48,Business travel,Business,3628,5,5,5,5,3,4,5,5,5,5,5,3,5,5,2,0,satisfied
66740,Male,Loyal Customer,31,Personal Travel,Eco,802,3,2,3,2,2,3,2,2,2,2,2,3,2,2,0,0,dissatisfied
36256,Female,Loyal Customer,46,Business travel,Business,2981,3,3,3,3,4,1,3,5,5,5,5,5,5,3,0,0,satisfied
125010,Male,Loyal Customer,70,Personal Travel,Eco,184,4,5,4,5,1,4,1,1,5,3,4,4,4,1,0,0,dissatisfied
60492,Male,disloyal Customer,25,Business travel,Business,862,1,5,1,1,3,1,3,3,3,4,5,3,4,3,0,0,dissatisfied
116819,Male,disloyal Customer,21,Business travel,Business,370,0,0,0,1,5,0,5,5,3,4,5,5,4,5,1,0,satisfied
105208,Female,disloyal Customer,27,Business travel,Business,1040,4,4,4,1,4,4,4,4,5,3,5,4,5,4,1,0,satisfied
107819,Female,Loyal Customer,53,Business travel,Eco,349,4,3,3,3,1,5,5,5,5,4,5,3,5,4,0,0,satisfied
123359,Female,Loyal Customer,60,Business travel,Eco,644,4,5,5,5,3,4,4,4,4,4,4,4,4,4,0,0,dissatisfied
5168,Female,Loyal Customer,56,Business travel,Business,383,3,3,3,3,2,2,3,3,3,2,3,3,3,1,0,0,dissatisfied
108088,Male,Loyal Customer,32,Business travel,Business,997,3,3,3,3,4,4,4,4,5,4,5,4,4,4,12,11,satisfied
1530,Female,Loyal Customer,40,Business travel,Business,3894,2,3,3,3,4,3,4,2,2,1,2,4,2,3,0,0,dissatisfied
102121,Female,disloyal Customer,20,Business travel,Business,236,0,0,0,3,1,0,1,1,4,3,4,4,5,1,6,0,satisfied
75568,Male,Loyal Customer,39,Business travel,Business,3718,3,4,3,4,3,4,3,3,3,3,3,3,3,4,8,2,dissatisfied
51634,Female,disloyal Customer,32,Business travel,Eco,370,3,4,3,3,4,3,4,4,3,4,2,5,3,4,2,0,dissatisfied
123106,Female,Loyal Customer,66,Business travel,Business,650,2,4,4,4,1,4,3,2,2,2,2,2,2,2,0,3,dissatisfied
50250,Female,Loyal Customer,43,Business travel,Eco,153,3,3,3,3,5,4,4,3,3,3,3,1,3,3,0,0,dissatisfied
120801,Female,disloyal Customer,30,Business travel,Eco,666,1,2,1,3,4,1,5,4,1,4,4,4,3,4,1,0,dissatisfied
126583,Male,Loyal Customer,61,Personal Travel,Business,1337,3,5,3,5,3,5,4,1,1,3,1,3,1,4,9,17,dissatisfied
53563,Male,Loyal Customer,26,Business travel,Business,3819,1,1,1,1,4,4,4,4,1,1,4,3,4,4,0,0,satisfied
52948,Male,Loyal Customer,53,Business travel,Eco,1048,5,1,1,1,4,5,4,4,2,1,1,5,1,4,9,0,satisfied
35148,Male,Loyal Customer,35,Business travel,Eco,1035,5,5,4,4,5,5,5,5,2,1,5,5,5,5,20,9,satisfied
111266,Male,Loyal Customer,47,Business travel,Business,459,2,2,2,2,2,5,4,4,4,4,4,3,4,5,3,16,satisfied
80554,Female,Loyal Customer,41,Business travel,Business,1747,5,5,3,5,3,4,4,3,3,4,3,5,3,5,17,0,satisfied
